Timestamp,Which A/L stream did you choose?,Did everything go well with your A/L exams?,What is your favorite subject? ,Kindly input your O/L exam results [Mathematics],Kindly input your O/L exam results [Science],Kindly input your O/L exam results [Religion],Kindly input your O/L exam results [English],Kindly input your O/L exam results [Sinhala or Tamil],Kindly input your O/L exam results [History],Kindly input your O/L exam results [Basket I],Kindly input your O/L exam results [Basket II],Kindly input your O/L exam results [Basket III],What career are you interested in pursuing? ,Which higher education field are you currently following or have you completed? ,Column 15,"If so, what kind of job do you do? ","On a scale of 1 to 5, how satisfied are you with your current job?  ","If you had the opportunity, would you prefer to do a different job? If yes, what job would you like to do?  ","What advice would you give to students selecting their A/L stream? Additionally, do you have any feedback or suggestions for improving this project? "
5/3/2025 16:21,Bio Science,"No, I had difficulties",Biology ,A,A,A,A,A,A,A,A,A,No idea,Software Engineering undergraduate ,I'm currently employed,IT / Software Development,3,My own business ,Do what you like
5/3/2025 16:21,Physical Science,"Mostly, but I faced some challenges",Mathematics ,A,A,A,A,A,B,B,A,A,Statistician ,Bachelor of science ,,,,,Study what u like
5/3/2025 16:22,Commerce,"Mostly, but I faced some challenges",Accounts,C,C,B,B,B,B,A,B,B,Business,Software engeneer,I'm currently employed,IT / Software Development,5,,
5/3/2025 16:23,Physical Science,"Mostly, but I faced some challenges",Combined Maths,A,C,A,C,A,A,A,C,B,Scientist ,Physical Science ,,,,,
5/3/2025 16:24,Physical Science,"Mostly, but I faced some challenges",Mathematics ,A,A,A,A,A,A,A,B,A,It,Physical science,,IT / Software Development,,,
5/3/2025 16:26,Physical Science,"Mostly, but I faced some challenges",maths ,A,A,A,A,A,A,B,B,A,Engineering ,Logistics Engineering ,,,,,Don’t choose because of the trend. Follow your own instincts and select what you really want
5/3/2025 16:27,Bio Science,"Yes, everything went well",maths,A,A,A,A,A,A,A,A,A,Dental surgeon,Dental surgery ,,Government Sector,5,,
5/3/2025 16:28,Physical Science,"Mostly, but I faced some challenges",Combined mathematics ,A,A,A,B,A,A,A,A,A,Engineering,Civil engineering,I'm currently employed,Private Sector,3,Business ,
5/3/2025 16:36,Bio Science,"No, I had difficulties",maths ,A,A,A,A,A,A,A,A,A,Aviation,Aircraft Engineering ,,Private Sector,,No,You should select your stream based on the career path that you gonna persuade 
5/3/2025 16:40,Bio Science,"Mostly, but I faced some challenges",maths ,A,A,A,C,A,A,A,A,A,Food Scientist ,Food Science and Technology ,,,,,
5/3/2025 16:41,Bio Science,"Mostly, but I faced some challenges",maths ,A,A,A,A,A,A,A,A,A,Scientist,Food Science and Technology ,,,,,
5/3/2025 16:42,Physical Science,"Mostly, but I faced some challenges",Maths,A,A,A,A,A,B,B,B,C,Civil engineering,Civil Engineering,I'm currently employed,Government Sector,4,,
5/3/2025 16:44,Physical Science,"Mostly, but I faced some challenges",ICT,A,C,A,C,B,B,C,A,B,ICT,Data science,,,,Related to my career path,"Choose your A/L stream based on your interests and strengths, as it will keep you motivated and improve performance"
5/3/2025 16:48,Physical Science,"Yes, everything went well",maths ,A,A,A,A,A,A,A,A,A,Electronic engineering ,Undergraduate ,,,,,
5/3/2025 16:49,Physical Science,"Mostly, but I faced some challenges",maths,A,A,B,A,B,A,A,C,A,Aviation ,Merchant Navy Officer,I'm currently employed,Private Sector,3,"Yes, Pilot",
5/3/2025 16:51,Physical Science,"Mostly, but I faced some challenges",Maths,A,A,A,C,A,A,B,C,A,Engineering ,Textile engineering ,I'm currently employed,Private Sector,3,Cabin crew,Follow your own path
5/3/2025 16:52,Physical Science,"Mostly, but I faced some challenges",Maths,A,A,A,A,B,B,A,B,B,Software Engineer ,Bachelor ,I'm currently employed,IT / Software Development,4,Yes,Do what you like in career 
5/3/2025 16:54,Commerce,"No, I had difficulties",Econ,B,B,A,A,B,C,B,B,B,Business Analyst,BBsc (Hons) Business Analytics ,,,,,
5/3/2025 16:55,Physical Science,"Yes, everything went well",Combined maths,A,A,A,A,A,A,A,C,A,Engineering,Quantity Surveying,I'm currently employed,Private Sector,4,"Yes, something spirt related",Find their goal and satisfaction before selecting a path
5/3/2025 16:57,Physical Science,"No, I had difficulties",Mathematics ,A,A,A,A,A,A,A,A,A,Data analysis,Physical science ,,,,,Choose the right path by yourself according to your passion 
5/3/2025 16:58,Physical Science,"Mostly, but I faced some challenges",maths,A,A,A,A,A,A,C,C,A,Engineering ,Software engineering,,Self-Employed,5,No,Do what you love otherwise you hate it .
5/3/2025 17:03,Arts,"Yes, everything went well",Agri science ,S,S,B,S,B,B,B,B,A,Research Assistant ,Graduate ,I'm currently employed,Private Sector,3,,
5/3/2025 17:03,Commerce,"Yes, everything went well",Business Studies ,C,C,A,S,B,C,A,B,C,Buisness Analysis ,Computing and Software Engineering ,,,,Data entery and visualize ,
5/3/2025 17:12,Physical Science,"Mostly, but I faced some challenges",maths ,A,A,A,C,A,A,B,B,A,Engineer,Electrical and Electronics Engineering ,,,,,Choose a stream that can lead to a job you  are passionate about
5/3/2025 17:13,Technology,"No, I had difficulties",Information Technology,C,C,A,C,B,A,C,B,C,Software developing ,Software engineering ,,IT / Software Development,,,
5/3/2025 17:14,Bio Science,"Yes, everything went well",science ,A,A,A,A,A,A,B,C,A,Doctor (medicine) ,1st year of MBBS,,,4,No,Work hard 
5/3/2025 17:14,Technology,"Yes, everything went well",Computer science,B,A,B,A,C,C,C,C,C,Data engineering,Data engineering,I'm currently employed,Private Sector,4,,Do what will help you to do what you want to do
5/3/2025 17:25,Bio Science,"Yes, everything went well",english,A,A,A,A,A,A,A,A,A,Medical,Medicine ,,,,Yes . Part time job can handle with lap or tablet,No
5/3/2025 17:30,Physical Science,"Yes, everything went well",Mathematics ,A,A,A,A,A,A,A,B,A,Software Engineering ,Software Engineering ,,,,,
5/3/2025 17:31,Physical Science,"Mostly, but I faced some challenges",Mathematics ,A,A,A,C,A,A,A,B,B, ,Civil engineering ,,,,,"Selecting an A/L stream is a pivotal decision for students, as it can shape their future academic and career paths. Here’s some advice to guide that decision:

Assess Interests and Strengths: Choose a stream that aligns with your natural interests and academic strengths. For instance, if you excel in science and enjoy problem-solving, the science stream might be a good fit. If you're more interested in literature, arts, or social sciences, the arts stream could suit you better.

Consider Future Goals: Think about your long-term goals. Some career paths require specific A/L streams. For example, if you want to pursue medicine, engineering, or technology, science is the preferred stream. If you're interested in law, economics, or media, arts or commerce could be better options.

Talk to Teachers and Mentors: Get advice from teachers, school counselors, and professionals in fields that interest you. Their insights can help you understand the opportunities and challenges within each stream.

Think About Balance: Choose a stream that offers a good balance between subjects you enjoy and subjects you are good at. It’s important to be engaged and motivated throughout your studies.

Be Open to Exploring New Fields: If you’re uncertain, take time to explore different subjects within each stream before making a final decision. Many students find their passion later in the process.

Regarding your project, here’s some feedback and suggestions to improve it:

Clarify Your Objective: Make sure the purpose of the project is clear. What do you aim to achieve or demonstrate? It could help guide the content and structure.

Incorporate Data and Examples: Using real-world examples, statistics, or case studies can make your project more relevant and engaging. This also adds credibility to your arguments or findings.

Focus on Audience Engagement: If your project is presented to others, ensure it’s structured in a way that engages the audience. Use visuals, interactive elements, or storytelling to keep it compelling.

Iterate and Refine: Seek feedback from peers or mentors throughout the process and refine the project based on their input. Revising drafts is key to improving the quality."
5/3/2025 17:32,Physical Science,"Mostly, but I faced some challenges",Mathematics ,A,A,A,A,A,A,A,A,A,Data Analyst ,Physical science ,,,,,Follow your heart 
5/3/2025 17:32,Bio Science,"Mostly, but I faced some challenges",maths ,A,A,A,A,A,A,A,A,A,Clinician in the medical field,Medicine,,,,Own Business ,Select what your heart says
5/3/2025 17:34,Physical Science,"Yes, everything went well",maths ,A,A,A,A,A,A,A,A,A,Software Engineering ,Software Engineering ,I'm currently employed,IT / Software Development,4,No,
5/3/2025 17:34,Technology,"Yes, everything went well",Bio System Technology,A,A,A,A,A,A,A,A,A,Quality Assuarance engineer,Bio system engineering,,Private Sector,,Children book illustrator,nice survay
5/3/2025 17:37,Physical Science,"Mostly, but I faced some challenges",science ,A,A,A,A,A,A,A,A,A,In a laboratory ,Physical science ,,,,,Al students must be aware of the subjects and pathways that have to learn at the University also
5/3/2025 17:40,Physical Science,"Mostly, but I faced some challenges",Mathematics ,A,A,A,A,A,A,A,A,A,Finance sector ,No,,,,,
5/3/2025 17:42,Bio Science,"Mostly, but I faced some challenges",science ,A,A,A,A,A,A,A,A,A,Food industry ,Bachelor's in Food Science and Technology ,,,,,
5/3/2025 17:51,Arts,"Mostly, but I faced some challenges",Economics ,A,A,B,A,A,A,B,A,A,Archaeology ,Law,,,,,
5/3/2025 17:59,Physical Science,"Mostly, but I faced some challenges",Mathematics ,A,A,A,C,A,A,A,B,B,Quality or Laboratory Manager,Physical Science,,,,,
5/3/2025 18:00,Arts,"Mostly, but I faced some challenges",ICT,C,S,B,B,C,B,C,B,C,Software ,Software engineering ,,,,,
5/3/2025 18:00,Physical Science,"Yes, everything went well",Combined Mathematics ,A,A,A,A,A,A,A,B,A,Electrical engineering ,Electrical and information engineering ,,,,,
5/3/2025 18:00,Arts,"Yes, everything went well",Economics,A,C,A,A,B,B,B,A,B,System engineer ,Not yet,,,,,
5/3/2025 18:03,Physical Science,"Mostly, but I faced some challenges",maths ,A,A,A,A,A,A,A,A,A,"Lecture, Engineer ",Physical Science ,,Private Sector,,,
5/3/2025 18:05,Physical Science,"Mostly, but I faced some challenges",maths,A,A,A,B,B,A,B,B,A,Software Engineering,Software Engineering,,,,,
5/3/2025 18:05,Physical Science,"Yes, everything went well",Maths,A,A,A,B,A,A,A,A,A,Teacher,Marine Engineering ,I'm currently employed,Private Sector,3,Yes,You do your 1shy with your best
5/3/2025 18:07,Physical Science,"Mostly, but I faced some challenges",maths ,A,A,A,A,A,A,A,A,A,Engineering,Mechanical Engineering ,I'm currently employed,Private Sector,3,Robotics,Go for where your passion lies. Always search for the career opportunities that related to that field. Doing so you won’t regret. You will have a clear understanding of the path that you wanna follow.
5/3/2025 18:12,Physical Science,"Yes, everything went well",maths,A,A,A,A,A,A,A,A,A,Electronic Engineering ,Electrical and Electronic Engineerig,I'm currently employed,IT / Software Development,5,Architecture ,Avoid stacking too much work at once and manage workload effectively to ensure consistent performance.
5/3/2025 18:13,Physical Science,"Mostly, but I faced some challenges",Combined mathematics ,A,A,A,A,A,A,A,B,A,Financial Analyst ,BSc(Hons) in Financial Mathematics and Applied Statistics ,,,,,
5/3/2025 18:15,Bio Science,"Yes, everything went well",science ,A,A,A,A,A,A,A,A,A,Fashion designer ,Veterinary medicine,,Private Sector,,,
5/3/2025 18:16,Physical Science,"Mostly, but I faced some challenges",science ,A,A,A,C,A,A,A,B,A,marine engineering,Software engineering ,I'm currently employed,IT / Software Development,3,marine engineering,
5/3/2025 18:18,Physical Science,"Mostly, but I faced some challenges",science ,A,B,A,B,A,B,B,B,B,Engineer ,Civil Engineering ,I'm currently employed,Government Sector,5,,Choose the a/l stream which you preferred 
5/3/2025 18:20,Physical Science,"Mostly, but I faced some challenges",ICT,A,A,A,A,A,A,A,B,B,Data scientist,Data science,,,,,
5/3/2025 18:23,Arts,"Mostly, but I faced some challenges",French ,B,C,A,A,A,A,A,C,B,Teaching / Tutoring ,BA in TESOL (3rd year),I'm currently employed,Teaching / Education,3,No,Better if you had specifically mentioned those basket subjects. 
5/3/2025 18:24,Physical Science,"Mostly, but I faced some challenges",Maths,A,A,A,A,A,A,A,A,A,Science,Data Science ,,,,,
5/3/2025 18:27,Physical Science,"Yes, everything went well",maths,A,A,A,A,A,A,A,A,A,It,It,I'm currently employed,Private Sector,4,It,Do whatever you makes happy
5/3/2025 18:29,Technology,"Mostly, but I faced some challenges",Information Technology,A,A,A,A,B,A,A,C,A,Cloud Engineer,Bachelor's degree in IT,I'm currently employed,Private Sector,3,,"Chose what you're good at, not what area would pay the best."
5/3/2025 18:31,Bio Science,"Mostly, but I faced some challenges",maths,A,A,A,A,A,A,A,A,B,Medicine,Medicine ,,,,,
5/3/2025 18:32,Physical Science,"Mostly, but I faced some challenges",science ,A,A,A,A,A,A,A,A,A,IT,Information Technology,I'm currently employed,IT / Software Development,5,,
5/3/2025 18:32,Physical Science,"No, I had difficulties",Combined maths,A,A,A,A,A,A,C,C,A,Markerting ,Marketing,I'm currently employed,Private Sector,5,No ,Complete A/L very well.
5/3/2025 18:38,Bio Science,"Mostly, but I faced some challenges",Maths,A,A,A,A,A,A,A,B,A,Microbiology,Food Science and Technology,,,,,choose according to your preference
5/3/2025 18:39,Physical Science,"Mostly, but I faced some challenges",History,A,A,C,C,C,A,C,B,B,Yes,Civil,I'm currently employed,Self-Employed,2,Yes,
5/3/2025 18:40,Physical Science,"Yes, everything went well",Maths ,A,A,A,B,A,A,A,A,A,Teaching,B.Ed physical Sciences ,I'm currently employed,Teaching / Education,5,,
5/3/2025 18:45,Physical Science,"Mostly, but I faced some challenges",IT,A,A,A,B,A,A,B,A,A,Pilot,Mechanical Engineering ,,Private Sector,,Yes ; Business ,
5/3/2025 18:58,Bio Science,"Mostly, but I faced some challenges",science ,A,A,A,B,A,B,A,B,A,Businessman ,Animal Science and fisheries ,,,,,
5/3/2025 18:58,Bio Science,"Mostly, but I faced some challenges",science,A,A,A,A,A,A,A,A,A,Food technologist,Food science and technology,,,,Hospitality management,"Do not follow others, follow what are you capable of"
5/3/2025 19:03,Physical Science,"Mostly, but I faced some challenges",maths ,A,A,A,A,C,B,B,A,B,Air traffic controller ,BCS in physical science ,,,,,
5/3/2025 19:06,Physical Science,"No, I had difficulties",Mathematics ,A,C,B,A,A,B,C,A,A,As a manager ,Business management ,,,,,
5/3/2025 19:07,Physical Science,"Yes, everything went well",Combined mathematics ,A,A,A,B,A,A,A,B,A,Engineering ,Civil engineering ,,,,,Choose the stream according to ability and preference 
5/3/2025 19:07,Bio Science,"Mostly, but I faced some challenges",Biology ,A,A,A,A,A,A,A,A,A,Chemist,Applied science,I'm currently employed,Government Sector,5,,Do your favourite one and every day try your best
5/3/2025 19:13,Bio Science,"Yes, everything went well",science,A,A,A,A,A,A,A,A,A,Technical,Chemisty special,I'm currently employed,,5,No,"o/L results results section does not match with all age groups unless this targets a specific group.
The selection of A/L stream should be demand driven."
5/3/2025 19:19,Bio Science,"No, I had difficulties",science,A,A,A,A,A,A,A,A,S,University lecture ,Food science and technology ,,,,,Just select a stream that you love to do and you are capable of doing . Do not select a stream that others want you to do.
5/3/2025 19:25,Arts,"Mostly, but I faced some challenges",Geography ,C,C,B,A,B,B,C,B,B,Pre school teacher ,Diploma in Pre school teacher ,I'm currently employed,Teaching / Education,5,Interior Designer ,
5/3/2025 19:26,Physical Science,"Mostly, but I faced some challenges",ICT,A,B,B,B,C,B,C,B,A,Computer science,,I'm currently employed,Private Sector,3,Anything related to it,
5/3/2025 19:32,Bio Science,"Mostly, but I faced some challenges",science ,A,A,A,A,A,A,A,A,A,Aviation ,Diploma in IT,I'm currently employed,Private Sector,5,Data analyst,Choose according to your preference rather than others.
5/3/2025 19:33,Physical Science,"Mostly, but I faced some challenges",Pure maths,A,A,A,A,A,A,A,A,A,Actuary,Bsc (Physical science),,,,,
5/3/2025 19:34,Physical Science,"No, I had difficulties",Maths,A,A,A,C,A,B,A,B,A,My business ,Physical science ,,,,,"Doing what you like, not what others do."
5/3/2025 19:43,Bio Science,"Mostly, but I faced some challenges",Maths,A,A,A,B,A,A,A,A,A,Food Production,Food Science ,,,,,
5/3/2025 19:44,Physical Science,"Mostly, but I faced some challenges",maths ,A,A,A,A,A,A,A,A,A,Engineering,Electronics and telecommunications engineering ,,Private Sector,,,
5/3/2025 19:45,Technology,"Yes, everything went well",ICT,A,A,A,A,A,A,A,A,A,A Businessmen  ,Software Engineering ,,,,,
5/3/2025 19:58,Technology,"No, I had difficulties",ICT,C,B,C,S,C,C,C,C,B,Automobile ,Automobile Technician,I'm currently employed,Private Sector,2,ICT Field,No
5/3/2025 19:58,Physical Science,"Mostly, but I faced some challenges",maths,A,A,A,C,A,A,A,C,A,Engineer,Mechanical Engineering ,I'm currently employed,Private Sector,4,No,"Before selecting, better go through university entrance book to select better stream"
5/3/2025 19:59,Arts,"Mostly, but I faced some challenges",Economics ,A,A,A,A,A,A,A,C,A,Law,Law,,,,,Select the stream u are capable of doing
5/3/2025 19:59,Physical Science,"Yes, everything went well",Maths,A,A,A,C,B,A,C,C,A,Surveying ,Surveying Science,,Government Sector,4,,
5/3/2025 19:59,Physical Science,"Yes, everything went well",Pure Maths,A,A,B,A,B,B,B,B,B,Engineering ,Civil EEngineering ,I'm currently employed,Semi Government ,4,Management ,Better to go ahead with IT and management based potions 
5/3/2025 20:00,Physical Science,"Mostly, but I faced some challenges",maths ,A,A,A,A,A,A,A,A,A,Maritime ,Transport management and logistics ,,,,,
5/3/2025 20:00,Technology,"Yes, everything went well",ICT,B,B,C,C,B,B,B,B,B,Software ui designer,Software engineering ,,,,,don’t choose the technology stream if it doesn’t feel right for you.  🙂
5/3/2025 20:00,Physical Science,"Mostly, but I faced some challenges",science,B,A,A,A,A,A,A,C,A,Lecturer,physical science,,Private Sector,,,Select according to your pasion and work hard on your dreams
5/3/2025 20:01,Bio Science,"Yes, everything went well",science,A,A,A,B,A,A,A,A,A,Food scientist,Food science and technology,,,,,
5/3/2025 20:14,Physical Science,"Mostly, but I faced some challenges",Maths,A,A,A,A,B,B,B,C,A,Software engineering ,Software engineering ,,,,,Choose a path you love and work hard on it.
5/3/2025 20:16,Bio Science,"Mostly, but I faced some challenges",science,A,B,A,B,A,B,A,A,A,,Agree degree,,,,,
5/3/2025 20:17,Commerce,"Yes, everything went well",Accounting ,B,B,A,A,C,A,A,A,A,Sports,Management ,I'm currently employed,Private Sector,4,Cricketer ,
5/3/2025 20:23,Physical Science,"Mostly, but I faced some challenges",science ,A,A,A,A,A,A,A,A,A,Data Science ,Bsc. Statistics & Operation Research ,,,,,Practice past papers 
5/3/2025 20:23,Physical Science,"Mostly, but I faced some challenges",Combined mathematics ,A,A,B,A,B,A,B,A,S,Software engineer,Computing and Information Systems ,,,,,
5/3/2025 20:25,Physical Science,"Yes, everything went well",Combined mathematics,A,B,A,C,A,A,A,A,A,Software Engineering,Computing and Information Systems,,,,,no
5/3/2025 20:26,Bio Science,"Mostly, but I faced some challenges",Science,A,B,B,A,B,B,A,C,A,Managing,Food science and technology ,,,,,
5/3/2025 20:31,Physical Science,"Mostly, but I faced some challenges",Mathematics ,A,A,A,A,A,A,A,A,A,Engineering ,Software Engineering ,,,,,It is better you put what is your favourite subject section after the OL results section if you suggest example as history. Otherwise others think it is asking about favourite AL subject. However goodluck on your research.
5/3/2025 20:36,Commerce,"Mostly, but I faced some challenges",Science,B,B,B,B,B,C,C,C,C,Data Science and AI,Computer Science Engineering,,Private Sector,2,As an intern to become a data scientist. ,Mathematics is most important to Life 
5/3/2025 20:52,Bio Science,"Mostly, but I faced some challenges",Science,B,B,B,C,A,A,A,A,A,Lecturer,Bioscience,,,,,If you think you can do it let's do it
5/3/2025 20:53,Bio Science,"Yes, everything went well",science ,A,A,A,C,A,A,A,A,A,Teaching,Bio science ,,,,Banker,
5/3/2025 20:54,Physical Science,"Mostly, but I faced some challenges",Pure Mathematics ,A,B,A,B,B,C,C,S,B,Engineering ,Engineering ,I'm currently employed,Self-Employed,4,No,Be self analyzed your interesting schemes and choose best of among them considering future carrier opportunities in the world 
5/3/2025 20:57,Physical Science,"Mostly, but I faced some challenges",Combined Mathematics ,A,A,A,A,A,B,C,B,A,Civil Engineer ,Civil Engineering ,I'm currently employed,Private Sector,4,No,Identify your potential and your future goals 
5/3/2025 21:02,Physical Science,"Mostly, but I faced some challenges",science,A,A,A,A,A,B,B,A,A,chemist,Physical Science,,,,,"I suggest to do the stream which they are mostly intersted in and what are they can do better.

I think it is better if you could collect further details about the student's skills and preferences related on each stream/path"
5/3/2025 21:03,Physical Science,"Mostly, but I faced some challenges",Mathematics ,A,B,A,B,A,A,B,B,B,Engineering ,Civil Engineering ,I'm currently employed,Government Sector,4,Planter,Think different ways 
5/3/2025 21:06,Bio Science,"Mostly, but I faced some challenges",Mathematics ,A,B,A,C,B,A,A,B,B,Dairy industry ,Animal Husbandry ,I'm currently employed,Government Sector,3,Foreign job,Think about Job opportunities and future plans
5/3/2025 21:12,Physical Science,"Mostly, but I faced some challenges",ICT,A,B,A,A,A,A,A,C,A,Software Engineering,Higher National diplom in Software Engineering,I'm currently employed,Private Sector,5,LeLecturing ,
5/3/2025 21:19,Physical Science,"No, I had difficulties",Maths,A,A,B,A,C,A,B,A,A,Software Engineering,Software Engineering,I'm currently employed,IT / Software Development,4,Remote,Do what you like not what is the best. What you like is what is best.
5/3/2025 21:40,Physical Science,"Mostly, but I faced some challenges",Applied Mathematics ,A,C,A,B,A,B,B,B,B,Engineering ,Chemical Engineering ,,Private Sector,4,CEO,"When selecting your Advanced Level (AL) stream, it's important to make a thoughtful decision based on your strengths and capabilities. Opt for a stream that aligns with your abilities and interests, as this will enable you to perform at your best and achieve the results you aspire to. 

By choosing a path that suits your capacity, you'll not only excel academically but also build the confidence needed to progress to the next level. Remember, success comes from playing to your strengths and setting yourself up for a fulfilling and rewarding journey."
5/3/2025 21:42,Physical Science,"Mostly, but I faced some challenges",Science ,A,A,A,A,A,A,A,A,A,IT,Software Engineering,I'm currently employed,IT / Software Development,5,,
5/3/2025 21:47,Physical Science,"Mostly, but I faced some challenges",Maths,A,A,A,A,A,A,A,A,A,Civil engineering,Engineering,I'm currently employed,Government Sector,4,No,Do your preference
5/3/2025 21:53,Physical Science,"Mostly, but I faced some challenges",combined mathematics,A,A,A,A,A,A,A,B,A,Software Engineer,Computer Engineering,,Private Sector,,,"If you're interested in a subject, you're more likely to perform well in it and stay motivated. For example, if you love problem-solving and logical reasoning, you might enjoy the Science stream (with subjects like Mathematics, maths, science, etc.), whereas if you're interested in social studies or languages, the Arts or Commerce streams might be more suitable."
5/3/2025 21:55,Physical Science,"Mostly, but I faced some challenges",Science,A,A,A,A,A,A,A,A,A,A professor ,maths Science ,I'm currently employed,Teaching / Education,4,Yess,Select a stream based on your interests and passions and how they can be pursued using the a/l results and subject streams
5/3/2025 22:05,Physical Science,"Mostly, but I faced some challenges",Mathematics ,A,A,A,A,A,A,A,B,A,Engineering ,Mechanical and Manufacturing Engineering ,,,,,They should choose their desired path for A/L 
5/3/2025 22:05,Physical Science,"Mostly, but I faced some challenges",science ,C,A,A,A,A,A,A,S,A,Software Engineering ,Software engineering,I'm currently employed,IT / Software Development,5,No,Choose your A/l stream as you like
5/3/2025 22:07,Physical Science,"Yes, everything went well",Tamil,A,A,A,A,A,A,A,A,A,Computer ,,,,,,
5/3/2025 22:08,Physical Science,"Mostly, but I faced some challenges",maths,A,A,A,A,A,A,C,A,A,Construction ,Quantity surveying ,,,,,
5/3/2025 22:18,Commerce,"Mostly, but I faced some challenges",Accounts ,C,B,A,A,A,B,A,A,A,Accountant ,Graduated ,I'm currently employed,Government Sector,4,Training Officer,What you love to study...choose it....
5/3/2025 22:21,Physical Science,"Yes, everything went well",Combined Maths,A,A,A,A,A,A,A,A,A,Engineering ,Information Technology ,I'm currently employed,Private Sector,5,Cabin crew,Keep working hard until your dreams come true... This project is excellent .
5/3/2025 22:21,Physical Science,"Mostly, but I faced some challenges",science ,B,A,A,B,B,B,B,B,A,engineering ,electrical engineering ,I'm currently employed,Private Sector,5,IT,
5/3/2025 22:23,Bio Science,"Yes, everything went well",maths,A,A,A,A,A,A,A,A,A,Doctor,MBBS,,Government Sector,3,Yes - In the creative field,"Explore job opportunities in interested field, connect with professionals in those jobs, assess the pros and cons, then make an informed decision"
5/3/2025 22:26,Commerce,"Yes, everything went well",Information Technology ,A,A,A,B,A,A,A,A,A,IT Project Management,Business Information System,I'm currently employed,IT / Software Development,4,No,
5/3/2025 22:50,Physical Science,"Yes, everything went well",Combined mathematics ,A,A,A,A,A,A,A,B,A,Engineering ,Quantity Surveying,,Private Sector,4,,For A/L s students must select subjects in which they are actually interested.
5/3/2025 23:01,Arts,"Mostly, but I faced some challenges",ICT,A,A,A,A,B,A,A,A,A,Full stack developing,,,,,,Don’t waste your time on ALs unless you’re planning to attend a government UNI
5/3/2025 23:02,Technology,"Mostly, but I faced some challenges",maths,A,A,A,B,A,B,B,B,B,Engineeribg,Mechanical  Engineering,I'm currently employed,Private Sector,3,No,No
5/3/2025 23:05,Physical Science,"No, I had difficulties",science,A,A,A,A,B,A,B,B,A,Engineering  ,Mechanical engineering ,,,,,
5/3/2025 23:13,Physical Science,"Mostly, but I faced some challenges",Mathematics,A,A,A,A,A,A,A,C,A,Quality assurance engineer ,Software engineering,,,,"Badminton umpire, Badminton coach","Assess Your Interests & Strengths
Consider Career Aspirations
Evaluate Subject Combinations
Think About Future Demand
Don’t Just Follow Friends or Family Pressure

Incorporate Market Trends & Job Demand
User-Friendly & Interactive System
Multi-Language Support
Continuous Learning System"
5/3/2025 23:17,Bio Science,"Mostly, but I faced some challenges",science,B,C,C,C,C,C,C,C,C,Not sfessified ,Civil engineering,I'm currently employed,Government Sector,4,QS,"Higher dedication is essential  for any stream
"
5/3/2025 23:19,Physical Science,"No, I had difficulties",Mathematics ,A,A,A,B,A,A,A,A,A,To be a engineer,Mechanical engineering ,,Private Sector,,,Please select science stream 
5/3/2025 23:45,Physical Science,"Mostly, but I faced some challenges",Combined Mathematics,A,B,A,A,A,A,A,B,A,Software Engineering,Bsc.(Hons) in Information Technology - Ongoing,,,4,Aircraft Engineering,Sometimes most of the students don't have an idea when selecting the A/L stream and this will be helpful to choose the correct stream. Also many students are changing their stream and even after they got bad result they don't have an idea to which field they are interested. Please consider them also.
5/3/2025 23:47,Arts,"Mostly, but I faced some challenges",French,B,S,B,A,A,C,C,C,B,Psychological Counselor ,Social Sciences,I'm currently employed,Private Sector,3,No,
6/3/2025 0:07,Physical Science,"Mostly, but I faced some challenges",maths ,A,A,A,B,A,A,A,B,A,Engineering ,mechanical engineering ,,,,,"Don't work hard,work smart."
6/3/2025 0:45,Bio Science,"Mostly, but I faced some challenges",science ,A,A,A,C,A,A,A,B,A,Chemical field ,Bio Science ,,,,,
6/3/2025 1:23,Commerce,"Mostly, but I faced some challenges",Maths,C,C,C,C,C,B,A,B,B,Banking ,Banking and finance ,I'm currently employed,Teaching / Education,5,No,
6/3/2025 4:57,Physical Science,"Yes, everything went well",Maths,A,A,A,A,A,A,A,A,A,Academia,Computer Scinece,I'm currently employed,Teaching / Education,5,No,Find a field that you love to do or love the field that you do. Do not be influenced by temporary hypes.
6/3/2025 5:35,Physical Science,"No, I had difficulties",Combined maths,A,B,A,A,A,A,A,B,A,Programmer ,Computer science with AI,I'm currently employed,Private Sector,2,Software developer ,
6/3/2025 6:05,Physical Science,"Mostly, but I faced some challenges",maths ,A,A,A,C,A,A,A,A,A,Engineering ,Mechanical engineering ,,,,,"When selecting your A/L stream, choose a field that aligns with your interests and long-term career goals. "
6/3/2025 6:07,Physical Science,"Mostly, but I faced some challenges",Maths,A,A,A,A,A,A,A,A,A,Data Engineering,Data science,I'm currently employed,Private Sector,3,Teaching ,"Before selecting your AL stream, first check what you want to do in future.what is your passion and then search what are the chances and how can you approach those chances. Then select your AL stream otherwise it will be bored and your specialty will be hidden forever."
6/3/2025 6:33,Physical Science,"No, I had difficulties",it,A,B,B,B,C,B,B,C,A,Cloud Engineer,network engineering ,,IT / Software Development,,Grey hat hacker,
6/3/2025 7:01,Arts,"Yes, everything went well",Economics,S,S,A,A,A,C,S,C,A,Human Resources,Business Management ,I'm currently employed,Non-Profit Organisation,5,No,"Select the stream that you love to study considering your future goals and ambition, not depending on friends, relatives or family pressure."
6/3/2025 7:05,Technology,"Yes, everything went well",maths,B,C,B,B,C,C,B,B,B,it,software engineering ,I'm currently employed,Private Sector,3,it,
